student_id,lms_logins_weekly,login_trend_slope,avg_assignment_delay_days,attendance_percent,attendance_trend,sentiment_score,study_session_variability,burnout_risk_level,dropout_probability
2094,7,-0.697,0.6,75.78,0.684,0.209,0.252,Medium,0.262
2095,16,0.058,1.6,77.82,-1.435,-0.581,0.396,Medium,0.384
2096,12,0.591,8.65,77.66,1.321,0.059,0.281,Low,0.238
2097,15,-0.915,3.69,98.55,-1.772,0.231,0.105,Medium,0.214
2098,8,0.07,5.71,83.78,-0.045,0.424,0.133,Low,0.154
2099,6,0.186,1.02,84.8,1.304,0.071,0.133,Low,0.157
2100,15,-0.574,10.0,85.4,0.926,-0.306,0.458,Medium,0.396
2101,14,-0.47,0.27,86.13,-1.35,-0.347,0.305,Medium,0.326
2102,8,0.184,0.14,79.17,2.395,-0.127,0.2,Low,0.221
2103,9,-0.907,4.84,76.79,0.173,-0.079,0.134,Medium,0.342
2104,17,0.28,6.55,81.67,1.486,-0.367,0.264,Medium,0.326
2105,7,-0.716,0.24,91.57,3.058,-0.166,0.196,Medium,0.274
2106,19,0.85,0.3,91.26,2.235,0.53,0.239,Low,0.095
2107,8,1.87,0.08,77.6,2.24,1.0,0.347,Low,0.103
2108,15,-0.689,0.28,87.68,0.385,0.578,0.405,Low,0.195
2109,11,0.427,0.59,78.05,1.588,0.853,0.326,Low,0.117
2110,14,-0.581,8.77,80.34,0.427,0.687,0.425,Medium,0.248
2111,10,0.833,2.76,75.26,-2.419,0.617,0.07,Low,0.142
2112,11,-1.012,3.77,78.18,0.605,0.031,0.309,Medium,0.33
2113,12,0.384,3.74,93.41,0.513,0.27,0.442,Low,0.148
2114,8,-0.698,1.91,80.92,1.167,-0.01,0.209,Medium,0.272
2115,15,-0.166,3.99,81.35,-0.256,0.09,0.041,Low,0.196
2116,10,-0.825,2.26,65.53,-1.523,0.234,0.201,Medium,0.315
2117,11,0.658,0.94,76.91,1.313,0.557,0.393,Low,0.157
2118,8,-0.67,2.06,77.59,-2.627,0.412,0.465,Medium,0.258
2119,2,0.442,1.91,71.71,2.918,0.119,0.155,Low,0.204
2120,11,-0.275,4.34,80.22,-0.463,0.228,0.181,Low,0.212
2121,22,-0.092,10.0,75.71,0.491,0.417,0.4,Low,0.238
2122,15,0.118,1.32,80.8,1.117,0.534,0.168,Low,0.131
2123,12,-0.609,3.6,81.22,1.181,-0.559,0.338,Medium,0.443
2124,11,0.168,0.26,70.44,-2.818,-0.339,0.159,Low,0.311
2125,12,1.224,3.75,76.01,1.648,0.754,0.129,Low,0.137
2126,14,-0.622,1.16,80.77,0.606,0.17,0.154,Medium,0.236
2127,7,0.937,0.1,91.84,-1.271,-0.012,0.094,Low,0.135
2128,16,1.198,1.13,82.57,-1.499,0.068,0.363,Low,0.183
2129,15,-0.653,2.36,73.38,-0.668,0.068,0.03,Medium,0.272
2130,15,-1.164,0.32,83.99,-2.597,0.479,0.155,Medium,0.253
2131,14,0.242,6.44,97.08,3.445,-0.354,0.317,Medium,0.273
2132,12,-0.438,0.2,89.17,2.972,0.212,0.379,Low,0.194
2133,15,1.495,6.65,85.48,0.903,0.323,0.438,Low,0.187
2134,14,0.028,3.07,87.26,-0.447,0.398,0.124,Low,0.129
2135,11,-0.642,1.0,94.4,-0.394,0.311,0.474,Medium,0.202
2136,10,-0.918,1.24,90.76,1.516,0.458,0.388,Medium,0.227
2137,12,0.872,3.38,85.67,3.516,-0.086,0.401,Low,0.221
2138,18,-0.457,2.3,90.69,-1.141,-0.271,0.685,Medium,0.327
2139,7,0.035,2.78,69.18,-2.235,1.0,0.282,Low,0.142
2140,6,0.765,1.23,64.98,3.095,0.049,0.33,Low,0.243
2141,13,-0.387,1.67,81.57,-3.574,0.108,0.361,Medium,0.231
2142,12,-0.037,10.0,80.69,-2.017,0.539,0.165,Low,0.185
2143,13,-0.013,0.6,74.56,-0.494,0.998,0.677,Low,0.144
2144,13,0.547,1.35,88.26,-3.121,-0.072,0.22,Low,0.182
2145,11,0.473,0.86,61.37,2.224,-0.299,0.344,Low,0.347
2146,18,-0.176,3.62,74.65,1.714,-0.421,0.153,Medium,0.36
2147,6,0.051,3.61,75.15,-1.15,0.997,0.044,Low,0.109
2148,9,-0.297,0.86,63.64,2.559,-0.319,0.378,Medium,0.383
2149,12,-1.182,0.21,94.95,2.899,0.186,0.331,Medium,0.259
2150,5,0.206,0.03,66.41,-0.226,-0.289,0.073,Low,0.302
2151,11,1.514,1.39,74.12,-0.901,-0.524,0.224,Medium,0.365
2152,19,-0.707,1.32,89.08,4.519,0.054,0.078,Medium,0.224
2153,12,-0.618,10.0,86.46,1.442,-0.269,0.168,Medium,0.364
2154,13,-0.697,1.59,68.92,0.513,-0.146,0.258,Medium,0.355
2155,7,0.58,0.74,86.82,2.727,1.0,0.091,Low,0.056
2156,10,0.359,5.55,82.9,0.604,0.412,0.111,Low,0.155
2157,10,-0.127,1.69,100.0,-1.011,0.666,0.36,Low,0.084
2158,11,-0.734,2.29,84.04,0.16,0.612,0.239,Low,0.208
2159,17,0.074,0.25,78.59,2.077,0.15,0.557,Low,0.199
2160,14,-1.252,1.21,71.43,-3.984,-0.02,0.418,Medium,0.383
2161,8,0.115,7.22,72.56,-0.576,0.324,0.192,Low,0.215
2162,13,0.697,2.23,71.74,2.766,0.284,0.729,Low,0.234
2163,14,-1.001,1.06,93.71,-1.024,-0.084,0.552,Medium,0.307
2164,17,-1.226,2.46,80.18,3.092,0.265,0.293,Medium,0.317
2165,18,1.264,6.03,85.65,2.829,-0.153,0.13,Low,0.235
2166,8,-0.489,0.8,95.14,-0.131,0.114,0.395,Medium,0.194
2167,9,0.909,1.76,56.42,-1.137,0.032,0.402,Low,0.282
2168,7,-0.123,7.97,92.79,-0.575,-0.434,0.21,Medium,0.326
2169,11,-0.13,0.47,80.55,5.329,-0.976,0.291,Medium,0.492
2170,14,0.351,3.18,84.35,3.749,-0.27,0.238,Low,0.266
2171,16,-0.707,2.38,71.72,0.251,1.0,0.485,Low,0.229
2172,12,0.106,2.85,72.45,-1.216,0.045,0.434,Low,0.235
2173,11,-0.305,1.08,84.89,0.234,0.588,0.257,Low,0.152
2174,13,-1.056,0.94,100.0,0.488,-0.862,0.409,High,0.511
2175,9,0.27,2.88,90.03,-2.487,-0.304,0.202,Low,0.253
2176,20,-0.211,0.61,92.66,0.16,-0.477,0.159,Medium,0.303
2177,6,-0.126,1.36,78.08,2.645,0.099,0.246,Low,0.203
2178,13,-0.968,0.52,74.0,-3.599,1.0,0.572,Low,0.247
2179,20,1.273,0.02,72.19,1.653,0.43,0.105,Low,0.157
2180,12,0.701,8.77,75.12,2.75,1.0,0.305,Low,0.159
2181,11,0.771,1.41,59.47,-1.121,0.073,0.192,Low,0.25
2182,11,-0.244,8.71,72.75,3.388,0.882,0.389,Low,0.212
2183,11,-1.383,0.38,74.4,-1.381,1.0,0.029,Low,0.251
2184,17,1.562,2.21,78.25,0.882,0.145,0.148,Low,0.18
2185,3,-0.049,0.56,81.32,-0.614,-0.07,0.271,Low,0.21
2186,18,-0.599,3.9,83.62,-0.614,-0.459,0.039,Medium,0.383
2187,6,0.333,3.83,79.85,-1.235,0.045,0.685,Low,0.235
2188,11,0.934,0.3,74.19,1.397,0.241,0.5,Low,0.201
2189,10,-0.018,6.08,60.37,1.698,1.0,0.167,Low,0.184
2190,14,1.023,0.54,74.25,-0.129,-0.447,0.123,Low,0.329
2191,6,0.866,2.37,70.28,-2.72,0.23,0.057,Low,0.193
2192,14,-0.861,10.0,84.66,0.806,-0.707,0.238,High,0.534
2193,20,-0.539,5.35,89.09,0.844,-0.013,0.367,Medium,0.259
2194,7,0.766,7.84,89.39,-0.433,0.356,0.164,Low,0.156
2195,13,-2.17,1.05,87.57,3.734,0.456,0.052,Medium,0.356
2196,9,-0.12,0.28,78.66,-3.128,0.495,0.273,Low,0.158
2197,14,-1.145,0.52,74.78,-4.435,0.399,0.156,Medium,0.291
2198,12,-0.381,1.74,72.53,-1.462,0.49,0.229,Low,0.214
2199,9,-0.239,3.94,64.93,1.421,0.223,0.222,Low,0.261
2200,14,-0.287,0.41,89.92,-2.112,-0.324,0.226,Medium,0.28
2201,19,-0.442,2.7,78.25,-1.962,-0.726,0.486,Medium,0.49
2202,11,-0.878,0.98,67.54,1.902,-0.073,0.495,Medium,0.373
2203,15,1.834,1.04,71.74,0.925,0.133,0.545,Low,0.227
2204,7,1.494,2.71,71.33,0.754,0.827,0.261,Low,0.15
2205,8,-0.93,1.57,80.43,1.563,0.15,0.06,Medium,0.27
2206,14,1.266,4.18,90.67,-0.85,0.102,0.308,Low,0.166
2207,18,-0.32,0.42,76.52,-0.758,0.393,0.478,Low,0.214
2208,13,0.103,3.9,57.47,1.62,0.065,0.36,Low,0.285
2209,11,-0.051,0.17,78.11,-2.69,0.605,0.31,Low,0.143
2210,12,-0.528,0.54,78.44,-4.285,1.0,0.47,Low,0.174
2211,7,0.787,2.67,77.75,-0.867,1.0,0.446,Low,0.125
2212,14,0.101,4.83,73.73,1.862,0.249,0.457,Low,0.225
2213,16,-0.381,0.73,82.17,0.511,0.368,0.274,Low,0.191
2214,10,-1.044,0.99,80.66,1.715,0.989,0.451,Low,0.228
2215,10,-0.715,1.93,79.75,-4.033,0.125,0.127,Medium,0.257
2216,13,-1.313,0.59,84.13,0.631,0.54,0.424,Medium,0.286
2217,10,0.01,4.17,75.7,1.308,-0.368,0.262,Medium,0.332
2218,12,-0.957,3.71,75.13,-2.702,0.045,0.215,Medium,0.325
2219,20,-0.212,0.39,93.8,1.724,0.778,0.18,Low,0.083
2220,11,1.096,1.56,85.59,-0.223,-0.159,0.085,Low,0.208
2221,11,0.959,3.73,88.27,6.143,0.136,0.153,Low,0.156
2222,9,-0.026,1.03,92.26,-4.354,-0.587,0.399,Medium,0.336
2223,15,-0.07,2.51,85.26,2.738,1.0,0.499,Low,0.111
2224,11,1.504,0.13,89.28,-0.788,0.832,0.172,Low,0.067
2225,9,0.417,2.35,64.21,-3.234,0.294,0.089,Low,0.21
2226,17,-0.262,0.41,82.04,-1.054,0.454,0.35,Low,0.173
2227,18,-1.141,4.44,78.17,0.555,0.398,0.267,Medium,0.31
2228,10,0.315,1.1,96.78,2.075,0.892,0.08,Low,0.034
2229,5,0.663,0.83,89.28,3.444,-0.059,0.201,Low,0.171
2230,16,-0.505,4.6,73.7,2.844,0.566,0.512,Medium,0.255
2231,9,0.233,0.13,83.73,-1.931,0.739,0.16,Low,0.093
2232,15,-0.291,1.26,81.68,2.26,0.808,0.382,Low,0.151
2233,4,-0.147,1.16,84.54,0.783,-0.93,0.174,Medium,0.462
2234,16,-1.99,0.84,69.81,-1.309,-0.1,0.376,High,0.493
2235,7,-0.177,6.07,83.6,-0.424,-0.31,0.487,Medium,0.337
2236,15,0.775,3.48,77.72,-1.42,0.275,0.306,Low,0.189
2237,12,-0.505,0.17,82.82,0.074,-0.808,0.069,Medium,0.459
2238,8,0.042,3.14,72.76,-1.459,-0.823,0.423,Medium,0.483
2239,10,-0.605,1.87,74.15,-2.056,1.0,0.304,Low,0.192
2240,15,0.288,5.78,91.74,0.958,0.509,0.565,Low,0.152
2241,12,-0.173,0.94,69.48,1.257,0.261,0.103,Low,0.208
2242,14,-0.751,2.13,70.22,-0.375,0.382,0.239,Medium,0.278
2243,20,1.066,1.74,79.48,2.735,0.273,0.706,Low,0.204
2244,6,0.743,1.68,72.28,-0.521,0.699,0.152,Low,0.144
2245,18,-0.484,1.52,71.15,-0.606,-0.116,0.091,Medium,0.3
2246,12,0.398,0.58,81.05,1.321,0.293,0.334,Low,0.161
2247,8,0.43,3.52,64.95,-0.265,0.314,0.343,Low,0.232
2248,7,0.514,1.5,69.92,0.17,-0.323,0.168,Low,0.316
2249,11,-1.355,7.96,100.0,-5.041,0.838,0.446,Medium,0.253
2250,16,0.805,0.76,84.59,0.033,-0.023,0.286,Low,0.182
2251,11,-0.456,2.87,72.53,-3.654,0.709,0.328,Low,0.216
2252,18,-0.286,7.06,84.18,-2.442,0.257,0.355,Medium,0.227
2253,6,2.11,2.72,85.67,-2.671,1.0,0.353,Low,0.091
2254,12,0.241,5.13,89.94,-2.085,-0.321,0.458,Medium,0.291
2255,7,-0.309,4.39,78.73,-1.098,-0.342,0.403,Medium,0.362
2256,13,-1.764,1.12,89.76,-0.973,-0.253,0.064,High,0.422
2257,16,1.112,2.29,59.62,1.329,0.267,0.191,Low,0.235
2258,10,-1.076,0.42,69.44,0.445,0.971,0.36,Low,0.261
2259,2,-0.803,1.92,81.64,-3.802,0.997,0.202,Low,0.182
2260,13,-0.265,0.65,83.3,0.167,-0.955,0.221,Medium,0.488
2261,14,1.133,3.4,70.88,0.637,0.325,0.424,Low,0.216
2262,14,0.619,1.88,82.59,-0.657,-1.0,0.211,Medium,0.479
2263,17,-0.126,1.32,73.76,-0.122,0.598,0.245,Low,0.169
2264,8,0.247,0.78,77.23,0.381,0.759,0.26,Low,0.125
2265,15,-0.48,10.0,90.25,1.529,0.18,0.345,Medium,0.252
2266,17,0.112,0.19,89.09,-3.15,0.242,0.653,Low,0.162
2267,5,0.059,0.11,70.03,-0.489,0.237,0.291,Low,0.198
2268,13,0.775,0.61,69.43,3.017,-0.192,0.234,Low,0.278
2269,10,0.774,8.86,75.89,2.833,0.416,0.14,Low,0.2
2270,12,0.395,9.69,79.73,1.702,0.084,0.341,Medium,0.239
2271,13,-0.29,2.66,73.42,1.074,0.665,0.171,Low,0.184
2272,10,0.593,5.3,90.41,3.309,0.143,0.191,Low,0.161
2273,9,-0.074,0.6,83.47,3.836,-0.231,0.475,Low,0.27
2274,12,-0.866,8.94,84.06,-0.258,-0.568,0.228,High,0.488
2275,8,-0.323,0.39,67.33,-1.939,-0.732,0.734,Medium,0.52
2276,8,0.068,0.27,91.67,-0.541,0.856,0.552,Low,0.086
2277,15,0.728,0.3,51.8,6.193,-0.029,0.177,Low,0.284
2278,7,-0.147,2.13,88.34,-3.139,0.369,0.479,Low,0.167
2279,15,-0.967,3.8,89.34,-0.941,1.0,0.218,Low,0.187
2280,14,0.045,1.14,75.68,-2.825,-0.081,0.101,Low,0.217
2281,5,0.091,9.53,92.73,0.25,-0.114,0.239,Medium,0.228
2282,9,0.149,1.42,79.37,-2.405,0.134,0.477,Low,0.198
2283,17,0.736,0.41,80.62,-0.218,0.215,0.171,Low,0.157
2284,8,0.815,1.57,83.4,-3.9,1.0,0.222,Low,0.082
2285,10,-0.475,2.84,100.0,1.235,0.983,0.269,Low,0.094
2286,14,-0.493,4.46,93.44,2.445,0.51,0.377,Low,0.181
2287,15,-0.832,1.53,87.01,-0.768,0.925,0.093,Low,0.164
2288,11,0.559,2.25,70.87,-0.27,0.111,0.459,Low,0.233
2289,10,1.159,0.78,81.44,-0.327,0.35,0.161,Low,0.142
2290,18,-0.252,2.6,71.87,0.362,0.049,0.526,Medium,0.272
2291,19,-0.193,10.0,88.22,-0.076,-0.445,0.384,Medium,0.378
2292,16,1.173,0.13,81.4,1.536,0.802,0.519,Low,0.123
2293,12,0.404,5.44,68.75,2.466,0.466,0.18,Low,0.203
2294,9,0.349,2.07,80.81,-1.628,0.209,0.215,Low,0.17
2295,9,-0.953,0.73,71.51,-0.619,0.199,0.349,Medium,0.315
2296,14,0.543,7.75,81.51,1.803,-0.553,0.448,Medium,0.402
2297,14,-0.743,1.65,71.41,-2.843,-0.289,0.256,Medium,0.394
2298,18,-0.907,1.01,80.27,-3.941,0.368,0.508,Medium,0.278
2299,15,-0.277,0.5,87.5,0.453,-0.065,0.13,Low,0.203
2300,6,-0.469,0.7,79.47,0.993,0.091,0.227,Low,0.233
2301,16,-0.177,4.47,76.09,-1.445,0.148,0.329,Low,0.235
2302,8,-1.153,2.38,82.03,-1.157,-0.141,0.215,Medium,0.363
2303,10,0.767,6.11,86.97,-1.52,-0.284,0.05,Low,0.264
2304,13,0.902,0.66,68.93,-1.734,-0.606,0.166,Medium,0.398
2305,20,-1.558,0.32,82.61,1.387,0.127,0.182,Medium,0.339
2306,24,0.783,0.02,93.18,-2.361,0.509,0.273,Low,0.092
2307,14,-0.648,1.77,85.74,-0.531,-0.622,0.241,Medium,0.433
2308,11,0.686,10.0,80.58,-1.811,0.188,0.264,Low,0.222
2309,14,-0.055,2.97,86.4,-2.911,0.341,0.156,Low,0.145
2310,16,0.023,0.92,84.52,1.74,-0.295,0.36,Low,0.269
2311,11,-0.148,5.24,87.54,-1.04,0.911,0.118,Low,0.107
2312,19,0.97,3.8,59.76,0.377,0.007,0.392,Low,0.284
2313,13,-0.992,0.04,64.47,-3.016,0.149,0.609,Medium,0.364
2314,14,0.486,4.24,90.05,-1.484,0.119,0.479,Low,0.18
2315,15,0.881,0.89,64.95,1.512,-0.685,0.127,Medium,0.433
2316,14,0.573,0.41,84.02,5.175,0.704,0.274,Low,0.106
2317,15,1.86,0.64,76.48,-3.952,-0.278,0.438,Low,0.296
2318,10,-0.423,1.58,70.04,-0.402,0.082,0.263,Medium,0.268
2319,10,0.766,1.38,83.5,0.825,0.499,0.553,Low,0.155
2320,8,-0.085,0.85,82.01,-1.232,0.93,0.255,Low,0.102
2321,14,0.987,0.47,100.0,1.699,-0.34,0.403,Low,0.231
2322,15,-0.006,3.59,73.75,-1.733,-0.023,0.21,Low,0.23
2323,14,-0.31,10.0,94.4,0.308,0.891,0.349,Low,0.15
2324,19,1.045,3.76,83.52,-1.044,0.432,0.211,Low,0.149
2325,12,-0.393,0.88,73.39,2.439,0.536,0.201,Low,0.201
2326,15,-1.13,0.7,87.99,-1.353,-0.326,0.465,Medium,0.404
2327,8,-0.413,0.61,85.66,-0.704,0.01,0.029,Low,0.198
2328,10,0.495,0.37,80.36,1.891,0.116,0.059,Low,0.158
2329,15,1.114,2.0,82.66,-2.056,-0.229,0.086,Low,0.241
2330,15,0.089,2.32,74.03,0.138,-0.637,0.552,Medium,0.429
2331,11,1.055,3.06,71.74,-3.645,-0.055,0.134,Low,0.236
2332,12,-1.087,2.85,87.59,-2.176,0.877,0.785,Medium,0.257
2333,6,-0.355,0.86,77.76,0.764,0.23,0.067,Low,0.201
2334,11,-0.231,1.0,79.2,-1.981,0.887,0.049,Low,0.118
2335,16,-0.092,2.86,82.8,-1.089,0.29,0.175,Low,0.167
2336,14,0.067,1.07,82.65,0.986,-0.182,0.251,Low,0.235
2337,14,0.553,0.6,65.71,-1.158,0.839,0.362,Low,0.163
2338,12,-0.356,1.17,92.86,1.646,0.306,0.169,Low,0.152
2339,12,0.111,0.79,81.21,0.431,0.681,0.557,Low,0.142
2340,9,-0.036,0.23,77.97,0.871,-0.334,0.453,Medium,0.311
2341,15,-0.741,4.43,84.31,2.482,0.719,0.207,Low,0.208
2342,14,-0.091,4.8,82.37,0.64,0.734,0.42,Low,0.156
2343,14,-0.115,0.62,87.67,3.078,0.345,0.218,Low,0.139
2344,10,-0.132,0.17,85.38,1.823,-0.203,0.168,Low,0.235
2345,3,0.025,3.36,87.18,-1.047,0.177,0.406,Low,0.174
2346,16,0.061,0.59,93.51,2.586,0.506,0.197,Low,0.088
2347,10,-0.346,1.25,88.84,0.528,0.317,0.367,Low,0.179
2348,9,1.018,0.17,78.4,-0.789,0.501,0.25,Low,0.142
2349,15,-0.936,0.64,68.77,0.557,0.706,0.458,Medium,0.281
2350,10,-0.577,3.94,96.68,2.225,-0.124,0.329,Medium,0.259
2351,16,2.224,4.08,77.62,0.91,-0.378,0.393,Medium,0.338
2352,14,-0.83,0.58,75.27,3.645,0.181,0.244,Medium,0.281
2353,15,-1.083,1.02,62.63,2.173,0.035,0.506,Medium,0.39
2354,7,0.588,0.36,83.38,1.046,0.593,0.16,Low,0.11
2355,17,-1.662,0.19,81.49,-2.052,-0.337,0.405,High,0.484
2356,13,-0.188,10.0,64.85,-0.359,0.71,0.072,Low,0.232
2357,11,1.717,2.66,84.53,0.143,0.877,0.355,Low,0.107
2358,13,-1.236,1.95,75.02,1.393,0.2,0.359,Medium,0.344
2359,5,-1.586,3.63,100.0,1.275,0.23,0.599,High,0.325
2360,14,-1.199,4.58,74.31,0.339,-0.184,0.395,Medium,0.434
2361,8,0.719,4.11,75.65,0.241,-0.071,0.117,Low,0.233
2362,7,0.9,0.04,71.25,1.441,-0.004,0.278,Low,0.217
2363,6,-0.41,0.52,92.78,-1.717,0.921,0.177,Low,0.096
2364,16,0.547,2.66,76.27,3.391,0.164,0.151,Low,0.188
2365,9,1.112,1.18,72.75,-4.094,-0.461,0.249,Medium,0.351
2366,18,1.43,10.0,87.07,2.911,0.328,0.016,Low,0.168
2367,10,-0.197,2.74,66.2,-0.09,0.613,0.602,Low,0.237
2368,5,-1.841,7.84,86.25,2.005,0.187,0.328,High,0.409
2369,8,-0.657,0.56,97.81,0.728,0.935,0.12,Low,0.102
2370,17,-0.341,4.99,85.67,0.692,0.589,0.177,Low,0.17
2371,11,-0.207,0.97,86.38,1.109,-0.325,0.258,Medium,0.288
2372,10,-0.15,10.0,88.7,1.618,-0.076,0.148,Medium,0.244
2373,13,0.895,0.43,97.1,-0.658,0.313,0.166,Low,0.091
2374,14,1.02,1.82,92.1,2.07,-0.633,0.28,Medium,0.343
2375,16,-0.137,3.94,84.4,-2.169,0.368,0.517,Low,0.192
2376,18,0.879,1.42,89.04,-0.011,-0.681,0.47,Medium,0.38
2377,11,0.286,1.58,71.14,1.672,0.712,0.403,Low,0.166
2378,7,0.052,10.0,87.76,1.99,0.654,0.116,Low,0.142
2379,10,0.725,1.38,69.94,0.922,0.452,0.179,Low,0.176
2380,13,0.058,2.32,76.33,-0.787,-0.138,0.371,Low,0.26
2381,8,1.646,0.14,50.0,1.793,0.285,0.159,Low,0.251
2382,8,-1.151,4.62,84.01,-1.339,-0.057,0.325,Medium,0.353
2383,13,-0.412,2.61,73.56,3.503,-0.315,0.041,Medium,0.345
2384,12,-0.101,1.29,91.11,-0.169,0.031,0.344,Low,0.169
2385,12,0.352,0.04,83.9,-3.079,0.549,0.614,Low,0.146
2386,9,1.014,2.24,91.24,-2.389,0.222,0.508,Low,0.157
2387,11,-0.02,0.03,69.16,0.087,0.925,0.501,Low,0.153
2388,8,-1.138,0.0,90.38,0.28,0.583,0.397,Medium,0.235
2389,16,0.674,2.39,100.0,3.939,0.529,0.314,Low,0.083
2390,16,0.604,0.52,87.64,-2.077,-0.604,0.6,Medium,0.367
2391,5,-1.553,0.53,87.9,0.079,0.057,0.168,Medium,0.328
2392,8,-0.003,2.65,81.7,-2.119,-0.332,0.392,Medium,0.303
2393,6,-1.272,0.14,74.75,-0.985,0.108,0.445,Medium,0.354
2394,9,-0.532,0.94,87.61,3.368,-0.147,0.166,Medium,0.262
2395,12,-0.722,0.4,64.94,-2.273,0.011,0.26,Medium,0.32
2396,6,0.647,2.17,75.82,1.174,0.731,0.26,Low,0.14
2397,8,0.093,2.71,62.29,0.786,0.438,0.478,Low,0.234
2398,8,-1.028,3.19,72.96,-0.048,0.704,0.252,Medium,0.277
2399,13,0.704,0.74,86.42,1.039,-0.6,0.199,Medium,0.34
2400,12,-1.147,0.23,85.05,-2.32,0.229,0.477,Medium,0.296
2401,9,0.264,0.2,80.51,3.313,0.683,0.615,Low,0.145
2402,13,-0.651,1.39,81.7,3.85,0.953,0.567,Low,0.194
2403,10,-0.293,7.29,61.14,0.094,-0.574,0.076,Medium,0.48
2404,11,0.403,0.61,76.27,4.846,0.024,0.437,Low,0.212
2405,19,0.417,0.74,73.19,-0.798,0.717,0.078,Low,0.128
2406,17,1.07,0.27,73.41,0.801,0.104,0.494,Low,0.216
2407,7,-0.066,2.33,86.0,2.864,-0.255,0.555,Medium,0.283
2408,15,0.245,2.85,71.39,-0.918,-0.575,0.282,Medium,0.402
2409,15,-0.35,2.57,73.95,-2.763,-0.274,0.108,Medium,0.33
2410,7,0.146,4.94,59.13,-3.223,-0.644,0.441,Medium,0.488
2411,15,0.352,1.67,77.06,4.122,0.229,0.072,Low,0.167
2412,18,-0.079,0.36,69.12,-1.058,0.648,0.089,Low,0.157
2413,8,-1.443,0.85,80.79,-0.371,-0.43,0.513,High,0.5
2414,8,0.265,2.71,70.49,-2.226,0.329,0.105,Low,0.188
2415,16,0.292,2.37,81.05,1.897,0.623,0.65,Low,0.164
2416,13,-0.544,1.89,78.55,-1.563,0.199,0.507,Medium,0.263
2417,14,-1.028,2.87,96.72,-0.983,-0.605,0.2,Medium,0.438
2418,13,1.181,2.54,84.97,0.599,0.393,0.074,Low,0.13
2419,14,0.393,5.33,61.6,-2.128,0.173,0.116,Low,0.25
2420,7,-0.183,2.2,67.35,-0.357,0.122,0.483,Low,0.266
2421,16,-0.91,3.77,80.55,2.804,-0.073,0.746,Medium,0.369
2422,17,-0.657,0.71,70.7,0.857,0.243,0.186,Medium,0.267
2423,11,1.042,2.83,50.32,0.261,0.455,0.56,Low,0.28
2424,12,0.11,5.81,93.5,0.43,1.0,0.351,Low,0.083
2425,6,-0.44,1.22,87.2,-0.778,0.256,0.302,Low,0.196
2426,14,0.408,3.78,85.21,3.992,0.956,0.357,Low,0.104
2427,14,-0.652,3.23,73.93,-1.624,0.379,0.345,Medium,0.269
2428,12,1.201,0.15,84.28,0.422,0.15,0.12,Low,0.145
2429,16,1.082,2.18,72.96,0.23,0.274,0.377,Low,0.203
2430,11,-0.373,0.35,82.05,2.018,-0.411,0.425,Medium,0.357
2431,14,-0.503,8.55,70.79,2.206,0.353,0.138,Medium,0.28
2432,8,-2.095,4.17,95.16,-0.064,-0.796,0.545,High,0.657
2433,12,-1.185,0.29,64.3,0.581,-0.231,0.273,Medium,0.446
2434,11,-1.072,0.32,92.32,0.657,0.255,0.053,Medium,0.228
2435,13,0.108,2.26,80.39,-4.544,0.797,0.117,Low,0.108
2436,11,-0.261,1.06,75.11,-3.178,0.915,0.107,Low,0.137
2437,11,-1.076,0.09,81.67,-1.21,0.082,0.192,Medium,0.29
2438,15,-0.225,1.95,87.33,-1.123,0.278,0.465,Low,0.186
2439,10,0.404,1.23,93.67,-2.399,0.692,0.405,Low,0.09
2440,6,0.422,0.27,83.13,1.499,-0.465,0.065,Low,0.298
2441,19,-1.52,4.05,71.09,0.004,0.402,0.1,Medium,0.363
2442,18,-0.103,6.17,80.56,-0.429,-0.214,0.727,Medium,0.329
2443,7,-1.107,3.53,98.17,-2.512,0.114,0.037,Medium,0.243
2444,15,0.721,4.32,93.48,-0.089,-0.03,0.317,Low,0.177
2445,10,0.627,0.61,89.09,-5.253,0.418,0.036,Low,0.099
2446,13,-0.718,0.76,87.96,-0.326,0.475,0.108,Low,0.187
2447,13,-0.613,0.58,86.99,0.126,0.646,0.586,Low,0.198
2448,11,-0.369,3.62,91.59,0.484,0.374,0.29,Low,0.175
2449,9,-1.802,7.39,75.43,-3.128,0.286,0.044,High,0.407
2450,9,0.269,3.15,66.45,0.45,1.0,0.143,Low,0.143
2451,8,-0.218,5.33,80.69,-2.083,-0.562,0.093,Medium,0.392
2452,9,0.776,2.55,71.82,-1.625,1.0,0.489,Low,0.148
2453,12,-0.879,1.23,69.45,1.436,0.055,0.189,Medium,0.318
2454,9,-0.495,1.39,72.8,4.028,0.485,0.275,Low,0.228
2455,15,-1.205,0.2,100.0,0.103,0.037,0.283,Medium,0.255
2456,18,-0.803,0.08,81.36,-1.634,-0.151,0.525,Medium,0.338
2457,10,-0.946,2.97,83.62,0.377,0.442,0.44,Medium,0.27
2458,13,0.797,1.44,67.78,1.878,0.721,0.57,Low,0.188
2459,14,-0.559,2.01,61.56,1.242,0.437,0.122,Low,0.27
2460,14,0.099,2.04,71.81,5.486,-0.071,0.075,Low,0.231
2461,12,-0.305,0.81,94.38,-1.431,1.0,0.237,Low,0.077
2462,15,-1.016,1.62,83.34,0.504,0.799,0.635,Medium,0.252
